id,page_number,column,ad_type,layout
155,100,6,광고없음,"[[0, 0, 2, 5], [2, 0, 2, 5], [4, 0, 2, 5], [0, 5, 2, 5], [2, 5, 2, 5], [4, 5, 2, 5], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 5]]"
156,101,6,광고없음,"[[0, 0, 2, 5], [2, 0, 2, 5], [4, 0, 2, 5], [0, 5, 2, 5], [2, 5, 2, 5], [4, 5, 2, 5], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 5]]"
157,100,6,광고없음,"[[0, 0, 3, 4], [3, 0, 3, 4], [0, 4, 3, 4], [3, 4, 3, 4], [0, 8, 3, 4], [3, 8, 3, 4], [0, 12, 3, 3], [3, 12, 3, 3]]"
158,101,6,광고없음,"[[0, 0, 3, 4], [3, 0, 3, 4], [0, 4, 3, 4], [3, 4, 3, 4], [0, 8, 3, 4], [3, 8, 3, 4], [0, 12, 3, 3], [3, 12, 3, 3]]"
159,100,6,광고없음,"[[0, 0, 3, 5], [3, 0, 3, 5], [0, 5, 3, 5], [3, 5, 3, 5], [0, 10, 3, 5], [3, 10, 3, 5]]"
160,101,6,광고없음,"[[0, 0, 3, 5], [3, 0, 3, 5], [0, 5, 3, 5], [3, 5, 3, 5], [0, 10, 3, 5], [3, 10, 3, 5]]"
161,100,6,광고없음,"[[0, 0, 3, 7], [3, 0, 3, 7], [0, 7, 3, 4], [3, 7, 3, 4], [0, 11, 3, 4], [3, 11, 3, 4]]"
162,101,6,광고없음,"[[0, 0, 3, 7], [3, 0, 3, 7], [0, 7, 3, 4], [3, 7, 3, 4], [0, 11, 3, 4], [3, 11, 3, 4]]"
163,100,7,광고없음,"[[0, 0, 4, 4], [4, 0, 3, 5], [0, 4, 4, 4], [4, 5, 3, 3], [0, 8, 3, 7], [3, 8, 1, 4], [4, 8, 3, 4], [3, 12, 4, 3]]"
164,101,7,광고없음,"[[0, 0, 4, 4], [4, 0, 3, 5], [0, 4, 4, 4], [4, 5, 3, 3], [0, 8, 3, 7], [3, 8, 1, 4], [4, 8, 3, 4], [3, 12, 4, 3]]"
165,100,7,광고없음,"[[0, 0, 4, 5], [4, 0, 3, 3], [4, 3, 3, 6], [0, 5, 2, 4], [2, 5, 2, 4], [0, 9, 4, 6], [4, 9, 3, 6]]"
166,101,7,광고없음,"[[0, 0, 4, 5], [4, 0, 3, 3], [4, 3, 3, 6], [0, 5, 2, 4], [2, 5, 2, 4], [0, 9, 4, 6], [4, 9, 3, 6]]"
167,101,7,광고없음,"[[0, 0, 4, 5], [4, 0, 3, 5], [0, 5, 4, 3], [4, 5, 3, 3], [0, 8, 3, 7], [3, 8, 4, 3], [3, 11, 4, 4]]"
168,100,7,광고없음,"[[0, 0, 4, 5], [4, 0, 3, 5], [0, 5, 4, 5], [4, 5, 3, 3], [4, 8, 3, 7], [0, 10, 4, 5], [0, 12, 2, 3]]"
169,100,6,광고없음,"[[0, 0, 4, 6], [4, 0, 2, 5], [4, 5, 2, 4], [0, 6, 4, 4], [4, 9, 2, 4], [0, 10, 4, 3], [0, 13, 2, 2], [2, 13, 2, 2], [4, 13, 2, 2]]"
170,101,6,광고없음,"[[0, 0, 4, 6], [4, 0, 2, 5], [4, 5, 2, 4], [0, 6, 4, 4], [4, 9, 2, 4], [0, 10, 4, 3], [0, 13, 2, 2], [2, 13, 2, 2], [4, 13, 2, 2]]"
171,100,6,광고없음,"[[0, 0, 4, 6], [4, 0, 2, 6], [4, 5, 2, 4], [0, 6, 4, 5], [4, 9, 2, 3], [0, 11, 4, 4], [4, 12, 2, 3]]"
172,101,6,광고없음,"[[0, 0, 4, 6], [4, 0, 2, 6], [4, 5, 2, 4], [0, 6, 4, 5], [4, 9, 2, 3], [0, 11, 4, 4], [4, 12, 2, 3]]"
173,100,7,광고없음,"[[0, 0, 4, 6], [4, 0, 3, 4], [4, 4, 3, 4], [0, 6, 4, 5], [4, 8, 3, 4], [0, 11, 2, 4], [2, 11, 2, 4], [4, 12, 3, 3]]"
174,101,7,광고없음,"[[0, 0, 4, 6], [4, 0, 3, 4], [4, 4, 3, 4], [0, 6, 4, 5], [4, 8, 3, 4], [0, 11, 2, 4], [2, 11, 2, 4], [4, 12, 3, 3]]"
175,100,7,광고없음,"[[0, 0, 4, 6], [4, 0, 3, 4], [4, 4, 3, 4], [0, 6, 4, 5], [4, 8, 3, 4], [0, 11, 4, 4], [4, 12, 3, 3]]"
176,101,7,광고없음,"[[0, 0, 4, 6], [4, 0, 3, 4], [4, 4, 3, 4], [0, 6, 4, 5], [4, 8, 3, 4], [0, 11, 4, 4], [4, 12, 3, 3]]"
177,100,6,광고없음,"[[0, 0, 4, 7], [4, 0, 2, 6], [4, 5, 2, 4], [0, 7, 4, 5], [4, 9, 2, 3], [0, 12, 4, 3], [4, 12, 2, 3]]"
178,101,6,광고없음,"[[0, 0, 4, 7], [4, 0, 2, 6], [4, 5, 2, 4], [0, 7, 4, 5], [4, 9, 2, 3], [0, 12, 4, 3], [4, 12, 2, 3]]"
179,100,6,광고없음,"[[0, 0, 4, 8], [4, 0, 2, 3], [4, 3, 2, 3], [4, 6, 2, 3], [0, 8, 4, 4], [3, 8, 1, 7], [4, 9, 2, 3], [0, 12, 4, 3], [4, 12, 2, 3]]"
180,101,6,광고없음,"[[0, 0, 4, 8], [4, 0, 2, 3], [4, 3, 2, 3], [4, 6, 2, 3], [0, 8, 4, 4], [3, 8, 1, 7], [4, 9, 2, 3], [0, 12, 4, 3], [4, 12, 2, 3]]"
181,100,7,광고없음,"[[0, 0, 4, 8], [4, 0, 3, 5], [4, 5, 3, 4], [0, 8, 4, 3], [4, 9, 3, 3], [0, 11, 4, 4], [4, 12, 3, 3], [0, 13, 2, 2]]"
182,101,7,광고없음,"[[0, 0, 4, 8], [4, 0, 3, 5], [4, 5, 3, 4], [0, 8, 4, 3], [4, 9, 3, 3], [0, 11, 4, 4], [4, 12, 3, 3], [0, 13, 2, 2]]"
183,100,7,광고없음,"[[0, 0, 4, 9], [4, 0, 3, 5], [4, 5, 3, 4], [0, 9, 4, 4], [4, 9, 3, 2], [4, 11, 1, 4], [5, 11, 2, 4], [0, 13, 4, 2]]"
184,101,7,광고없음,"[[0, 0, 4, 9], [4, 0, 3, 5], [4, 5, 3, 4], [0, 9, 4, 4], [4, 9, 3, 2], [4, 11, 1, 4], [5, 11, 2, 4], [0, 13, 4, 2]]"
185,100,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 3], [5, 3, 2, 3], [0, 5, 5, 4], [5, 6, 2, 3], [0, 9, 3, 6], [3, 9, 2, 6], [5, 9, 2, 3], [5, 12, 2, 3]]"
186,101,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 3], [5, 3, 2, 3], [0, 5, 5, 4], [5, 6, 2, 3], [0, 9, 3, 6], [3, 9, 2, 6], [5, 9, 2, 3], [5, 12, 2, 3]]"
187,100,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 3], [5, 3, 2, 5], [0, 5, 2, 5], [2, 5, 3, 4], [5, 8, 2, 3], [2, 9, 3, 6], [0, 10, 2, 3], [5, 11, 2, 4], [0, 13, 2, 2]]"
188,101,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 3], [5, 3, 2, 5], [0, 5, 2, 5], [2, 5, 3, 4], [5, 8, 2, 3], [2, 9, 3, 6], [0, 10, 2, 3], [5, 11, 2, 4], [0, 13, 2, 2]]"
189,101,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 5], [0, 5, 5, 4], [5, 5, 2, 4], [0, 9, 2, 6], [2, 9, 3, 6], [5, 9, 2, 4], [5, 13, 2, 2]]"
190,100,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 6], [0, 5, 4, 4], [4, 5, 1, 4], [5, 6, 2, 5], [0, 9, 5, 3], [5, 11, 2, 4], [0, 12, 5, 3]]"
191,101,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 6], [0, 5, 4, 4], [4, 5, 1, 4], [5, 6, 2, 5], [0, 9, 5, 3], [5, 11, 2, 4], [0, 12, 5, 3]]"
192,100,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 7], [0, 5, 2, 5], [2, 5, 3, 5], [5, 7, 2, 6], [0, 10, 5, 3], [0, 13, 5, 2], [5, 13, 2, 2]]"
193,101,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 7], [0, 5, 2, 5], [2, 5, 3, 5], [5, 7, 2, 6], [0, 10, 5, 3], [0, 13, 5, 2], [5, 13, 2, 2]]"
194,100,7,광고없음,"[[0, 0, 5, 6], [5, 0, 2, 6], [0, 6, 4, 4], [4, 6, 1, 7], [5, 6, 2, 9], [0, 10, 4, 3], [0, 13, 2, 2], [2, 13, 3, 2]]"
195,101,7,광고없음,"[[0, 0, 5, 6], [5, 0, 2, 6], [0, 6, 4, 4], [4, 6, 1, 7], [5, 6, 2, 9], [0, 10, 4, 3], [0, 13, 2, 2], [2, 13, 3, 2]]"
196,101,7,광고없음,"[[0, 0, 5, 6], [5, 0, 2, 9], [0, 6, 3, 6], [3, 6, 2, 5], [5, 9, 2, 4], [3, 11, 2, 4], [0, 12, 3, 3], [5, 13, 2, 2]]"
197,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 3, 8], [3, 7, 2, 4], [5, 7, 2, 4], [3, 11, 4, 4]]"
198,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 3, 8], [3, 7, 2, 4], [5, 7, 2, 4], [3, 11, 4, 4]]"
199,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 3, 8], [3, 7, 4, 3], [3, 10, 4, 3], [3, 13, 4, 2]]"
200,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 3, 8], [3, 7, 4, 3], [3, 10, 4, 3], [3, 13, 4, 2]]"
201,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 4], [5, 7, 2, 4], [0, 11, 2, 4], [2, 11, 3, 4], [5, 11, 2, 4]]"
202,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 4], [5, 7, 2, 4], [0, 11, 2, 4], [2, 11, 3, 4], [5, 11, 2, 4]]"
203,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 4], [5, 7, 2, 4], [0, 11, 5, 2], [5, 11, 2, 4], [0, 13, 2, 2], [2, 13, 3, 2]]"
204,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 4], [5, 7, 2, 4], [0, 11, 5, 2], [5, 11, 2, 4], [0, 13, 2, 2], [2, 13, 3, 2]]"
205,2,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 5], [5, 7, 2, 4], [5, 11, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3]]"
206,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 5], [5, 7, 2, 4], [5, 11, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3]]"
207,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 7], [0, 7, 5, 5], [5, 7, 2, 4], [5, 11, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3]]"
208,100,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 8], [0, 7, 4, 3], [4, 7, 1, 6], [5, 8, 2, 4], [0, 10, 4, 3], [5, 12, 2, 3], [0, 13, 2, 2], [2, 13, 3, 2]]"
209,101,7,광고없음,"[[0, 0, 5, 7], [5, 0, 2, 8], [0, 7, 4, 3], [4, 7, 1, 6], [5, 8, 2, 4], [0, 10, 4, 3], [5, 12, 2, 3], [0, 13, 2, 2], [2, 13, 3, 2]]"
210,100,7,광고없음,"[[0, 0, 5, 8], [5, 0, 2, 4], [5, 4, 2, 5], [0, 8, 5, 4], [5, 9, 2, 6], [0, 12, 5, 3]]"
211,101,7,광고없음,"[[0, 0, 5, 8], [5, 0, 2, 4], [5, 4, 2, 5], [0, 8, 5, 4], [5, 9, 2, 6], [0, 12, 5, 3]]"
212,100,6,광고없음,"[[0, 0, 6, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 3], [4, 13, 2, 2]]"
213,101,6,광고없음,"[[0, 0, 6, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 2, 3], [4, 13, 2, 2]]"
214,100,6,광고없음,"[[0, 0, 6, 4], [0, 4, 1, 7], [1, 4, 5, 7], [0, 11, 1, 4], [1, 11, 5, 4]]"
215,100,6,광고없음,"[[0, 0, 6, 5], [0, 5, 1, 5], [1, 5, 2, 5], [3, 5, 3, 5], [0, 10, 3, 5], [3, 10, 3, 5]]"
216,101,6,광고없음,"[[0, 0, 6, 5], [0, 5, 1, 5], [1, 5, 2, 5], [3, 5, 3, 5], [0, 10, 3, 5], [3, 10, 3, 5]]"
217,100,6,광고없음,"[[0, 0, 6, 5], [0, 5, 3, 5], [3, 5, 3, 5], [0, 10, 2, 3], [2, 10, 2, 5], [4, 10, 2, 5], [0, 13, 2, 2]]"
218,101,6,광고없음,"[[0, 0, 6, 5], [0, 5, 3, 5], [3, 5, 3, 5], [0, 10, 2, 3], [2, 10, 2, 5], [4, 10, 2, 5], [0, 13, 2, 2]]"
219,100,6,광고없음,"[[0, 0, 6, 5], [0, 5, 4, 5], [4, 5, 2, 5], [0, 10, 1, 5], [1, 10, 3, 5], [4, 10, 2, 5], [4, 13, 2, 2]]"
220,101,6,광고없음,"[[0, 0, 6, 5], [0, 5, 4, 5], [4, 5, 2, 5], [0, 10, 1, 5], [1, 10, 3, 5], [4, 10, 2, 5], [4, 13, 2, 2]]"
221,100,7,광고없음,"[[0, 0, 6, 8], [6, 0, 1, 6], [6, 6, 1, 5], [0, 8, 2, 4], [2, 8, 4, 4], [6, 11, 1, 4], [0, 12, 2, 3], [2, 12, 4, 3]]"
222,101,7,광고없음,"[[0, 0, 6, 8], [6, 0, 1, 6], [6, 6, 1, 5], [0, 8, 2, 4], [2, 8, 4, 4], [6, 11, 1, 4], [0, 12, 2, 3], [2, 12, 4, 3]]"
223,100,7,광고없음,"[[0, 0, 7, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 3, 5], [0, 13, 2, 2], [4, 13, 3, 2]]"
224,101,7,광고없음,"[[0, 0, 7, 10], [0, 10, 2, 5], [2, 10, 2, 5], [4, 10, 3, 5], [0, 13, 2, 2], [4, 13, 3, 2]]"
225,100,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 4], [4, 2, 3, 4], [0, 6, 4, 6], [4, 6, 3, 3], [4, 9, 3, 3], [0, 12, 4, 3], [4, 12, 3, 3]]"
226,101,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 4], [4, 2, 3, 4], [0, 6, 4, 6], [4, 6, 3, 3], [4, 9, 3, 3], [0, 12, 4, 3], [4, 12, 3, 3]]"
227,100,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 5], [4, 2, 3, 5], [0, 7, 2, 5], [2, 7, 2, 5], [4, 7, 3, 5], [0, 12, 4, 3], [4, 12, 3, 3]]"
228,101,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 5], [4, 2, 3, 5], [0, 7, 2, 5], [2, 7, 2, 5], [4, 7, 3, 5], [0, 12, 4, 3], [4, 12, 3, 3]]"
229,100,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 6], [4, 2, 3, 6], [0, 8, 4, 3], [4, 8, 3, 3], [0, 11, 2, 4], [2, 11, 2, 4], [4, 11, 3, 4]]"
230,101,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 6], [4, 2, 3, 6], [0, 8, 4, 3], [4, 8, 3, 3], [0, 11, 2, 4], [2, 11, 2, 4], [4, 11, 3, 4]]"
231,100,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 7], [4, 2, 3, 4], [4, 6, 3, 6], [0, 9, 4, 6], [4, 12, 3, 3]]"
232,101,7,광고없음,"[[0, 0, 7, 2], [0, 2, 4, 7], [4, 2, 3, 4], [4, 6, 3, 6], [0, 9, 4, 6], [4, 12, 3, 3]]"
233,100,7,광고없음,"[[0, 0, 7, 4], [0, 4, 4, 3], [4, 4, 3, 4], [0, 7, 4, 3], [4, 8, 3, 3], [0, 10, 3, 5], [3, 10, 1, 5], [4, 11, 3, 4], [0, 13, 2, 2]]"
234,101,7,광고없음,"[[0, 0, 7, 4], [0, 4, 4, 3], [4, 4, 3, 4], [0, 7, 4, 3], [4, 8, 3, 3], [0, 10, 3, 5], [3, 10, 1, 5], [4, 11, 3, 4], [0, 13, 2, 2]]"
235,100,7,광고없음,"[[0, 0, 7, 7], [0, 7, 4, 8], [4, 7, 3, 8]]"
236,101,7,광고없음,"[[0, 0, 7, 7], [0, 7, 4, 8], [4, 7, 3, 8]]"
237,2,7,광고없음,"[[0, 0, 7, 8], [0, 8, 3, 4], [3, 8, 2, 4], [5, 8, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3], [5, 12, 2, 3]]"
238,100,7,광고없음,"[[0, 0, 7, 8], [0, 8, 3, 4], [3, 8, 2, 4], [5, 8, 2, 4], [0, 12, 2, 3], [2, 12, 3, 3], [5, 12, 2, 3]]"
239,1,6,광고없음,"[[0, 1, 4, 6], [4, 1, 2, 9], [0, 7, 4, 3], [0, 10, 6, 5]]"
240,100,7,광고없음,"[[0, 0, 5, 5], [5, 0, 2, 5], [0, 5, 5, 4], [5, 5, 2, 4], [0, 9, 2, 6], [2, 9, 3, 6], [5, 9, 2, 4], [5, 13, 2, 2]]"
241,1,7,5단통,"[[0, 1, 7, 9], [0, 10, 7, 5, ""광고_5단통""]]"
242,1,6,5단통,"[[0, 1, 6, 9], [0, 10, 6, 5, ""광고_5단통""]]"
243,100,7,5단통,"[[0, 0, 7, 10], [5, 5, 2, 5], [0, 10, 7, 5, ""광고_5단통""]]"
244,21,7,광고없음,"[[0, 0, 5, 6], [5, 0, 2, 10], [0, 6, 5, 3], [0, 9, 5, 3], [5, 10, 2, 5], [0, 12, 5, 3]]"
245,20,7,5단통,"[[0, 0, 5, 7], [5, 0, 2, 5], [5, 5, 2, 5], [0, 7, 5, 3], [0, 10, 7, 5, ""광고_5단통""]]"
246,101,7,5단통,"[[0, 0, 4, 5], [4, 0, 3, 7], [0, 5, 2, 5], [2, 5, 2, 5], [4, 7, 3, 3], [0, 10, 7, 5, ""광고_5단통""]]"
247,100,7,5단통,"[[0, 0, 4, 5], [4, 0, 3, 7], [0, 5, 2, 5], [2, 5, 2, 5], [4, 7, 3, 3], [0, 10, 7, 5, ""광고_5단통""]]"
